
          Mkt-RF    SMB       HML      RF

201611,    4.86,    5.71,    8.21,    0.01
201612,    1.81,    0.10,    3.53,    0.03
201701,    1.94,   -1.19,   -2.75,    0.04
201702,    3.57,   -2.05,   -1.67,    0.04
201703,    0.17,    1.14,   -3.35,    0.03
201704,    1.09,    0.73,   -2.13,    0.05
201705,    1.06,   -2.57,   -3.78,    0.06
201706,    0.78,    2.25,    1.48,    0.06
201707,    1.87,   -1.51,   -0.31,    0.07
201708,    0.16,   -1.67,   -2.09,    0.09
201709,    2.51,    4.47,    3.14,    0.09
201710,    2.25,   -1.94,    0.20,    0.09
201711,    3.12,   -0.55,   -0.03,    0.08
201712,    1.06,   -1.32,    0.06,    0.09
201801,    5.57,   -3.13,   -1.29,    0.12
201802,   -3.65,    0.25,   -1.04,    0.11
201803,   -2.35,    4.06,   -0.21,    0.11
201804,    0.28,    1.13,    0.54,    0.14
201805,    2.65,    5.25,   -3.20,    0.14
201806,    0.48,    1.14,   -2.34,    0.14
201807,    3.19,   -2.22,    0.47,    0.16
201808,    3.44,    1.14,   -3.94,    0.16
201809,    0.06,   -2.27,   -1.70,    0.15
201810,   -7.68,   -4.78,    3.40,    0.19
201811,    1.69,   -0.68,    0.30,    0.18
201812,   -9.57,   -2.38,   -1.84,    0.20
201901,    8.40,    2.90,   -0.46,    0.21
201902,    3.40,    2.05,   -2.67,    0.18
201903,    1.10,   -3.05,   -4.17,    0.19
201904,    3.97,   -1.74,    2.15,    0.21
201905,   -6.94,   -1.32,   -2.37,    0.21
201906,    6.93,    0.29,   -0.71,    0.18
201907,    1.19,   -1.93,    0.48,    0.19
201908,   -2.58,   -2.38,   -4.78,    0.16
201909,    1.43,   -0.96,    6.75,    0.18
201910,    2.06,    0.29,   -1.91,    0.16
201911,    3.87,    0.77,   -2.02,    0.12
201912,    2.77,    0.73,    1.75,    0.14
202001,   -0.11,   -3.11,   -6.25,    0.13
202002,   -8.13,    1.07,   -3.81,    0.12
202003,  -13.39,   -4.83,  -13.87,    0.13
202004,   13.65,    2.45,   -1.33,    0.00
202005,    5.58,    2.47,   -4.88,    0.01
202006,    2.46,    2.69,   -2.20,    0.01
202007,    5.77,   -2.33,   -1.41,    0.01
202008,    7.63,   -0.22,   -2.97,    0.01
202009,   -3.63,    0.02,   -2.71,    0.01
202010,   -2.10,    4.38,    4.25,    0.01
202011,   12.47,    5.80,    2.09,    0.01
202012,    4.63,    4.89,   -1.51,    0.01
202101,   -0.03,    7.36,    3.01,    0.01
202102,    2.78,    2.05,    7.15,    0.00
202103,    3.08,   -2.37,    7.39,    0.00
202104,    4.93,   -3.19,   -0.95,    0.00
202105,    0.29,   -0.25,    7.09,    0.00
202106,    2.75,    1.68,   -7.87,    0.00
202107,    1.27,   -3.97,   -1.78,    0.00
202108,    2.91,   -0.42,   -0.15,    0.00
202109,   -4.37,    0.71,    5.08,    0.00
202110,    6.65,   -2.35,   -0.49,    0.00
202111,   -1.55,   -1.32,   -0.45,    0.00
202112,    3.10,   -1.67,    3.26,    0.01
202201,   -6.25,   -5.94,   12.75,    0.00
